"Step","faithful-eon-88 - Training PPL","faithful-eon-88 - Training PPL__MIN","faithful-eon-88 - Training PPL__MAX"
"313","11.523450097413498","11.523450097413498","11.523450097413498"
"314","11.396390477122786","11.396390477122786","11.396390477122786"
"315","10.582502272048501","10.582502272048501","10.582502272048501"
"316","15.697712562943801","15.697712562943801","15.697712562943801"
"317","15.812761269956178","15.812761269956178","15.812761269956178"
"318","11.279129628388384","11.279129628388384","11.279129628388384"
"320","9.6535169705869","9.6535169705869","9.6535169705869"
"321","13.197939520072554","13.197939520072554","13.197939520072554"
"322","13.14069459682747","13.14069459682747","13.14069459682747"
"323","15.12703579668102","15.12703579668102","15.12703579668102"
"324","15.787175770493317","15.787175770493317","15.787175770493317"
"325","23.91254437796874","23.91254437796874","23.91254437796874"
"326","15.9093081169196","15.9093081169196","15.9093081169196"
"327","13.147933787171334","13.147933787171334","13.147933787171334"
"328","10.636476613791602","10.636476613791602","10.636476613791602"
"329","12.847199608696656","12.847199608696656","12.847199608696656"
"331","15.077228342676515","15.077228342676515","15.077228342676515"
"332","19.885715869050532","19.885715869050532","19.885715869050532"
"333","11.893589931093462","11.893589931093462","11.893589931093462"
"334","10.630346493412986","10.630346493412986","10.630346493412986"
"335","12.51179310606322","12.51179310606322","12.51179310606322"
"336","16.62405692618404","16.62405692618404","16.62405692618404"
"337","10.816600722744491","10.816600722744491","10.816600722744491"
"338","10.711305191476846","10.711305191476846","10.711305191476846"
"339","8.59438001779811","8.59438001779811","8.59438001779811"
"340","10.017928760440512","10.017928760440512","10.017928760440512"
"342","15.130209908061893","15.130209908061893","15.130209908061893"
"343","10.98444130843437","10.98444130843437","10.98444130843437"
